Name;ID;Content;Comments;Retweet;Likes
Gobernación Boyacá;GobBoyaca;A esta hora @engranadosxboy toma un nuevo aire para continuar con la negociación que permita salir del #ParoNacionalColombia.;1;3;
Inessa Slodowska;karenpatinop;@Contravia excelente informe del #ParoNacionalColombia en canal UNO;1;5;
teleSUR TV;teleSURtv;.@vladimirtelesur: El gobierno colombiano se opone a la idea de la mesa nacional agraria #ParoNacionalColombia;2;14;
teleSUR TV;teleSURtv;Sindical Obrera, maestros y estudiantes universitarios cesaron labores para apoyar #ParoNacionalColombia (+ VIDEO)  http://bit.ly/16FlN2S ;;11;1
teleSUR TV;teleSURtv;Así los comercios apoyan el #ParoNacionalColombia (Fotos) http://on.fb.me/1dASC4U ;;5;1
teleSUR TV;teleSURtv;En centro de Boyacá cada vez son más los campesinos que se suman al #ParoNacionalColombia, informa @vladimirtelesur http://bit.ly/x6HJe6 ;2;19;4
teleSUR TV;teleSURtv;#Ahora informa @MiltonteleSUR: Otros sectores se han sumado al #ParoNacionalColombia entre ellos al menos 300 mil docentes;1;18;1
teleSUR TV;teleSURtv;.@vladimirtelesur: El tema trascendental en Boyacá es la represión cada vez más violenta por la policía antidisturbio #ParoNacionalColombia;1;4;
teleSUR TV;teleSURtv;.@vladimirtelesur: Ayer en una reunión de campesinos el tema central fueron los derechos humanos #ParoNacionalColombia;;3;
teleSUR TV;teleSURtv;.@vladimirtelesur: Existen al menos 20 mil campesinos en las calles de Boyacá, rechazan los Tratados de Libre Comercio #ParoNacionalColombia;1;7;2
Paulo  ????;madroneropaulo;Organicemos un #paronacionalcolombia en apoyo al #parocafeterocontinua TODOS APOYEMOS A NUESTROS COMPATRIOTAS!!!;;;
